epoch,train_acc,train_loss,clean_val_acc,shifted_val_acc,external_val_acc,selection_score
1,0.91832275390625,0.6226961243897676,1.0,0.9994252873563219,0.9863095238095239,0.9984585385878489
2,0.98724365234375,0.3976330758072436,1.0,0.9995689655172414,0.9940476190476191,0.9992754515599342
3,0.99085693359375,0.3848511309362948,1.0,1.0,0.9970238095238095,0.9997023809523808
4,0.992578125,0.37937354734167456,1.0,1.0,0.9976190476190476,0.9997619047619046
